metric,tag,cohens_d_ki_vs_wt,cohens_d_ki_vs_ko
migration_speed,self_b1,-1.4006453776231143,-1.6801042435372937
migration_speed,quimp_b1,-0.707873253528058,-0.7422743816856725
migration_speed,self_b2,-1.2232787717354316,-1.4357719925526191
migration_speed,quimp_b2,-0.37821028109077265,-0.735734073438229
lam_cyto_ratio,self_b1,0.9035972910841342,0.8512580434408521
lam_cyto_ratio,quimp_b1,0.8749582331087069,0.8286076573759074
lam_cyto_ratio,self_b2,0.6724128593443288,0.409746430845853
lam_cyto_ratio,quimp_b2,0.6421660676505021,0.33258062212597933
